ID,Player,Team,Position,RkOv,Status,FPts,FP/G,GP,FG-,3PTM,FT-,PTS,OREB,REB,AST,ST,BLK,TO,TF,EJ,3D,2D
*0621z*,Gabriele Procida,(N/A),"G,Flx",1697,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*0622b*,Kendall Brown,(N/A),"G,Flx",782,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*06221*,Kennedy Chandler,(N/A),"G,Flx",837,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*0621f*,AJ Griffin,(N/A),"F,Flx",1145,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*06cd7*,Keyontae Johnson,(N/A),"F,Flx",1302,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*06yzq*,Curtis Jones,DEN,"G,Flx",1313,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*05uim*,Joshua Primo,(N/A),"G,F,Flx",1695,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*06cdk*,Jalen Slawson,(N/A),"F,Flx",1805,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*05uj8*,Rokas Jokubaitis,(N/A),"G,Flx",1311,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*06vxx*,Miles Kelly,DAL,"G,Flx",1341,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*04qt0*,Kostas Antetokounmpo,(N/A),"F,Flx",617,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*03e7e*,Thanasis Antetokounmpo,(N/A),"F,Flx",618,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*06pvx*,Armando Bacot,(N/A),"F,C,Flx",652,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*05uil*,James Bouknight,(N/A),"G,Flx",749,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*06mmd*,Blake Hinson,(N/A),"F,Flx",1218,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*06229*,Ismael Kamagate,(N/A),"C,Flx",1333,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*06225*,Trevor Keels,(N/A),"G,Flx",1339,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*049s5*,Dennis Smith,(N/A),"G,Flx",1810,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*06cbj*,James Nnaji,NY,"C,Flx",1577,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*05ujg*,Isaiah Livers,PHO,"F,Flx",1409,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*06cd0*,Seth Lundy,LAC,"F,Flx",1419,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*04fkd*,Alberto Abalde,(N/A),"F,Flx",568,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*04qso*,Keita Bates-Diop,(N/A),"F,Flx",677,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*06dq7*,Onuralp Bitim,(N/A),"G,Flx",720,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*05ujh*,Greg Brown,(N/A),"F,Flx",780,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*05ujm*,Sharife Cooper,(N/A),"G,Flx",878,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*051p5*,Nassir Little,(N/A),"F,Flx",1408,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*0622h*,Yannick Nzosa,(N/A),"C,Flx",1594,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*05yab*,Olivier Sarr,(N/A),"C,Flx",1763,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*0622d*,Matteo Spagnolo,(N/A),"G,Flx",1826,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*031lr*,Cody Zeller,(N/A),"C,Flx",2055,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*04a9w*,Isaiah Austin,(N/A),"C,Flx",641,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*043cm*,Robert Carter Jr.,(N/A),"F,Flx",823,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*06ptq*,Max Abmas,(N/A),"G,Flx",570,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*04sxx*,Rawle Alkins,(N/A),"G,Flx",596,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*05qz3*,LiAngelo Ball,(N/A),"G,Flx",661,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*06mnw*,RaeQuan Battle,(N/A),"G,Flx",679,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*051p3*,Darius Bazley,(N/A),"F,Flx",686,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*06he2*,Charles Bediako,(N/A),"C,Flx",690,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*0622l*,Hugo Besson,(N/A),"G,Flx",705,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*04qsr*,Tony Carr,(N/A),"G,Flx",819,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*06cen*,Caleb Daniels,(N/A),"G,Flx",908,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*0623g*,Michael Foster,(N/A),"F,Flx",1074,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*05qt2*,Yam Madar,(N/A),"G,Flx",1427,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*04qsp*,Chimezie Metu,(N/A),"C,Flx",1500,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*06mou*,Judah Mintz,(N/A),"G,Flx",1518,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*05qud*,Aleksej Pokusevski,(N/A),"F,Flx",1677,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*0666c*,Jermaine Samuels,(N/A),"F,Flx",1757,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*0623k*,Dereon Seabron,(N/A),"G,Flx",1773,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*06nz5*,Jamarion Sharp,(N/A),"C,Flx",1781,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*04exk*,Aleksandar Vezenkov,(N/A),"F,Flx",1930,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*06mo9*,Mantas Rubstavicius,GS,"G,Flx",1749,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*05qua*,Cassius Winston,WAS,"G,Flx",2018,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*063e4*,Awudu Abass,(N/A),"F,Flx",569,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*059ch*,Jalen Adams,(N/A),"G,Flx",573,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*04rvy*,Jaylen Adams,(N/A),"G,Flx",574,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*03e6q*,Jordan Adams,(N/A),"G,Flx",575,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*06238*,Jalen Adaway,(N/A),"G,Flx",576,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*04vxy*,Deng Adel,(N/A),"C,Flx",577,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*023tf*,Jeff Adrien,(N/A),"F,Flx",578,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*0012t*,Arron Afflalo,(N/A),"G,F,Flx",579,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*0011x*,Maurice Ager,(N/A),"G,F,Flx",580,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*02wym*,Ronnie Aguilar,(N/A),"C,Flx",581,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*005kr*,Alexis Ajinca,(N/A),"F,C,Flx",582,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*0050f*,Deji Akindele,(N/A),"C,Flx",584,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*06pw4*,James Akinjo,(N/A),"G,Flx",585,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*02wre*,Josh Akognon,(N/A),"G,Flx",586,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*04uq3*,DeVaughn Akoon-Purcell,(N/A),"G,Flx",587,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*02ngh*,Furkan Aldemir,(N/A),"F,Flx",588,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*01uyw*,Cole Aldrich,(N/A),"C,Flx",589,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*0019g*,LaMarcus Aldridge,(N/A),"F,Flx",590,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*03acw*,Cliff Alexander,(N/A),"F,Flx",591,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*005kg*,Joe Alexander,(N/A),"F,Flx",592,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*052h3*,Kyle Alexander,(N/A),"F,Flx",593,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*05qvw*,Ty-Shon Alexander,(N/A),"G,Flx",594,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*04lcd*,Bryce Alford,(N/A),"G,Flx",595,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*027pz*,Lavoy Allen,(N/A),"F,C,Flx",598,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*059z0*,Marcus Allen,(N/A),"G,Flx",599,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*02x1h*,Ryan Allen,(N/A),"G,Flx",600,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*06ho3*,Timmy Allen,(N/A),"F,Flx",601,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*00106*,Tony Allen,(N/A),"G,F,Flx",602,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*0055a*,Lance Allred,(N/A),"C,Flx",603,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*05wvw*,Derrick Alston,(N/A),"G,F,Flx",604,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*06mos*,Keve Aluma,(N/A),"F,Flx",605,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*01uyk*,Al-Farouq Aminu,(N/A),"F,Flx",606,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*0018q*,Louis Amundson,(N/A),"F,Flx",607,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*02iuf*,Alan Anderson,(N/A),"G,F,Flx",608,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*03wqs*,Jake Anderson,(N/A),"G,Flx",609,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*01uz5*,James Anderson,(N/A),"G,F,Flx",610,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*03nwr*,Justin Anderson,(N/A),"G,F,Flx",611,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*005la*,Ryan Anderson,(N/A),"F,C,Flx",612,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*0480b*,Andrew Andrews,(N/A),"G,Flx",613,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*04xgi*,Braian Angola-Rodas,(N/A),"G,Flx",615,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*04exa*,Ike Anigbogu,(N/A),"C,Flx",616,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*0015v*,Joel Anthony,(N/A),"F,C,Flx",620,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*033l6*,Pero Antic,(N/A),"C,Flx",621,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*03kqq*,Keith Appling,(N/A),"G,Flx",622,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*043un*,Ryan Arcidiacono,(N/A),"G,Flx",623,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*001bw*,Gilbert Arenas,(N/A),"G,Flx",624,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*0014u*,Trevor Ariza,(N/A),"G,F,Flx",625,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*065vb*,Adonis Arms,(N/A),"F,Flx",626,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*0017f*,Hilton Armstrong,(N/A),"F,C,Flx",627,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*005km*,Darrell Arthur,(N/A),"F,C,Flx",629,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*04k0p*,Jamel Artis,(N/A),"F,Flx",630,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*03sgl*,Brandon Ashley,(N/A),"F,Flx",631,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*005lh*,Omer Asik,(N/A),"F,C,Flx",632,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*023zb*,Connor Atchley,(N/A),"F,C,Flx",633,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*00123*,Chucky Atkins,(N/A),"G,Flx",634,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*03whv*,Darion Atkins,(N/A),"F,Flx",635,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*03xmr*,Eric Atkins,(N/A),"G,Flx",636,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*0483i*,Zach Auguste,(N/A),"F,Flx",638,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*005kh*,D.J. Augustin,(N/A),"G,Flx",639,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*0018e*,James Augustine,(N/A),"F,C,Flx",640,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*06mod*,Luke Avdalovic,(N/A),"G,Flx",642,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*048zw*,J.J. Avila,(N/A),"F,Flx",643,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*02x6j*,Cyril Awere,(N/A),"C,Flx",644,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*05uur*,Joel Ayayi,(N/A),"G,Flx",645,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*02h3d*,Gustavo Ayon,(N/A),"F,C,Flx",646,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*01eoe*,Jeff Ayres,(N/A),"F,C,Flx",647,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*05qu5*,Udoka Azubuike,(N/A),"C,Flx",648,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*059dn*,Yudai Baba,(N/A),"F,Flx",649,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*03wr5*,Jordan Bachynski,(N/A),"C,Flx",650,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*04ex3*,Dwayne Bacon,(N/A),"G,Flx",651,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*03e7c*,Cameron Bairstow,(N/A),"F,C,Flx",656,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*043ck*,Ron Baker,(N/A),"G,Flx",657,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*048zq*,Gracin Bakumanya,(N/A),"C,Flx",658,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*042nc*,Wade Baldwin IV,(N/A),"G,Flx",659,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*0017v*,Renaldo Balkman,(N/A),"F,Flx",660,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*05wql*,Mitch Ballock,(N/A),"G,Flx",662,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*04804*,Anthony Barber,(N/A),"G,Flx",665,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*00194*,Leandro Barbosa,(N/A),"G,Flx",666,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*0011y*,J.J. Barea,(N/A),"G,Flx",667,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*001ba*,Andrea Bargnani,(N/A),"F,C,Flx",669,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*00130*,Matt Barnes,(N/A),"G,F,Flx",670,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*04vy3*,Jordan Barnett,(N/A),"F,Flx",671,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*0050w*,Andre Barrett,(N/A),"G,Flx",673,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*02ng4*,Will Barton,(N/A),"G,Flx",674,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*05ybb*,Paris Bass,(N/A),"F,Flx",675,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*0051b*,Esteban Batista,(N/A),"C,Flx",678,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*005kb*,Michael Beasley,(N/A),"F,Flx",689,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*05ujj*,Juhann Begarin,(N/A),"G,Flx",691,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*065vd*,Jules Bernard,(N/A),"G,Flx",700,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*01ens*,Patrick Beverley,(N/A),"G,Flx",706,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*04fke*,James Blackmon Jr.,(N/A),"G,Flx",724,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*04exm*,Jaron Blossomgame,(N/A),"F,Flx",729,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*062d2*,Buddy Boeheim,(N/A),"F,Flx",733,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*05qsw*,Leandro Bolmaro,(N/A),"G,Flx",738,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*001b3*,Chris Bosh,(N/A),"F,C,Flx",748,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*051pu*,Jarrell Brantley,(N/A),"F,Flx",757,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*03e7d*,Alec Brown,(N/A),"C,Flx",773,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*063cz*,Gabe Brown,(N/A),"F,Flx",779,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*031mc*,Reggie Bullock,(N/A),"F,Flx",795,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*065vc*,John Butler,(N/A),"C,Flx",802,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*06222*,Khalifa Diop,(N/A),"C,Flx",961,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*062k1*,Javon Freeman-Liberty,(N/A),"G,Flx",1087,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*01ena*,Danny Green,(N/A),"G,F,Flx",1139,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*05quf*,Ashton Hagans,(N/A),"G,Flx",1153,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*0623f*,Justin Lewis,(N/A),"F,Flx",1401,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*027oy*,Marcus Morris,(N/A),"F,Flx",1543,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*03llw*,Malik Newman,(N/A),"G,Flx",1574,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*05ujo*,Filip Petrusev,(N/A),"F,C,Flx",1664,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*05qtx*,Jahmius Ramsey,(N/A),"G,Flx",1708,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*06cet*,Terquavion Smith,(N/A),"G,Flx",1818,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*05xcn*,DJ Steward,(N/A),"G,Flx",1837,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*04xhy*,Yuta Watanabe,(N/A),"F,Flx",1956,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*05ujf*,Joe Wieskamp,(N/A),"F,Flx",1985,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*065px*,Trevion Williams,(N/A),"F,C,Flx",2008,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*02ng1*,Quincy Acy,PHO,"F,Flx",572,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*04exg*,Kadeem Allen,NY,"G,Flx",597,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*06hin*,Chase Audiege,WAS,"G,Flx",637,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*05xo0*,James Banks,CHA,"C,Flx",664,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*04ewz*,Jonah Bolden,PHO,"F,Flx",736,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*06mm9*,DJ Burns,CLE,"F,Flx",797,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*05qt5*,R.J. Hampton,PHI,"G,Flx",1169,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*05qtz*,Zavier Simpson,CHA,"G,Flx",1797,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*06hso*,Jake Stephens,CHA,"C,Flx",1834,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*03zl3*,Askia Booker,(N/A),"G,Flx",744,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*031mi*,lex Abrines,(N/A),"G,F,Flx",571,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*02gzy*,Zach Andrews,(N/A),"F,Flx",614,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*00129*,Carmelo Anthony,(N/A),"F,Flx",619,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*0440z*,Ondrej Balvin,(N/A),"C,Flx",663,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*04xhp*,Jaylen Barford,(N/A),"G,Flx",668,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*059vt*,Tyus Battle,(N/A),"G,Flx",680,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*03ku0*,Kadeem Batts,(N/A),"F,Flx",681,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*05xp2*,Troy Baxter,(N/A),"F,Flx",682,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*005kj*,Jerryd Bayless,(N/A),"G,Flx",683,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*02yf5*,Aron Baynes,(N/A),"C,Flx",684,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*02qe4*,Kent Bazemore,(N/A),"G,F,Flx",685,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*04jw6*,V.J. Beachem,(N/A),"F,Flx",687,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*065uu*,Justin Bean,(N/A),"F,Flx",688,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*00138*,Marco Belinelli,(N/A),"G,F,Flx",692,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*04ex1*,Jordan Bell,(N/A),"C,Flx",693,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*042ng*,DeAndre Bembry,(N/A),"F,Flx",694,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*031lo*,Anthony Bennett,(N/A),"F,Flx",697,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*04vu0*,Joel Berry II,(N/A),"G,Flx",701,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*04yvw*,Dairis Bertans,(N/A),"G,Flx",702,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*027pt*,Davis Bertans,(N/A),"F,Flx",703,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*059fs*,Javon Bess,(N/A),"G,Flx",704,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*05qss*,Tyler Bey,(N/A),"F,Flx",708,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*05xo5*,Giorgi Bezhanishvili,(N/A),"F,Flx",709,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*04xif*,Justin Bibbs,(N/A),"G,Flx",711,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*0019n*,Mike Bibby,(N/A),"G,Flx",712,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*00132*,Andris Biedrins,(N/A),"C,Flx",714,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*059ci*,Kavell Bigby-Williams,(N/A),"C,Flx",715,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*02h04*,Tyrell Biggs,(N/A),"F,Flx",716,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*065h6*,Marcus Bingham,(N/A),"F,Flx",717,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*03kdj*,Khem Birch,(N/A),"C,Flx",718,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*01uz9*,Nemanja Bjelica,(N/A),"F,Flx",721,FA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
