"ID","Player","Team","Position","Status","Roster Status","Opponent","FPts","FP/G","Ros","+/-","FG-","3PTM","FT-","PTS","OREB","REB","AST","ST","BLK","TO","TF","EJ","3D","2D"
"*051ok*","De'Andre Hunter","CLE","F,Flx","EE","Active","","250","41.67","75%","-2%","4.3","1.8","0.7","14.5","1.0","5.2","1.5","0.2","0.5","0.7","0.17","0.00","0.0","0"
"*04ewr*","Kyle Kuzma","MIL","F,Flx","DBD","Active","","246","35.14","93%","-0.4%","5.7","1.0","1.0","13.4","0.3","7.0","1.7","0.3","0.3","2.3","0.00","0.00","0.0","1"
"*04ex8*","Dillon Brooks","HOU","G,F,Flx","TRH","Active","PHO Wed 8:00PM","245","40.83","59%","-2%","8.2","3.3","0.3","17.0","1.2","3.5","1.3","1.0","0.0","1.2","0.17","0.00","0.0","0"
"*02nf7*","Harrison Barnes","SA","F,Flx","DBD","Reserve","DAL Wed 8:00PM","244","34.86","46%","-2%","3.0","2.4","0.7","12.4","1.0","2.3","1.1","0.3","0.1","0.9","0.00","0.00","0.0","0"
"*06mju*","Alex Sarr","WAS","F,C,Flx","TRUMP","Active","","243","40.5","94%","0%","8.7","1.3","1.2","12.3","2.3","7.3","2.7","0.5","1.2","1.5","0.00","0.00","0.0","2"
"*02ng3*","Khris Middleton","WAS","F,Flx","Fent","Active","","241","40.17","87%","-0.5%","5.2","0.7","0.7","12.5","0.7","4.0","3.7","1.5","0.3","1.7","0.17","0.00","0.0","0"
"*05qtl*","Cole Anthony","ORL","G,Flx","BabyOil","Reserve","","241","48.2","53%","-1.7%","6.2","1.8","0.0","13.8","1.0","4.0","4.0","0.6","1.6","2.2","0.00","0.00","0.0","0"
"*06cc1*","Bilal Coulibaly","WAS","G,F,Flx","TRUMP","Inj Res","","238","39.67","87%","-1.7%","5.3","0.8","1.2","11.5","2.3","4.8","1.8","1.7","0.8","2.0","0.00","0.00","0.0","1"
"*06mk7*","Kel'el Ware","MIA","F,C,Flx","Sar","Active","LAC Wed 8:00PM","234","46.8","77%","-1.6%","2.4","0.4","0.2","8.2","1.4","9.0","1.0","1.2","1.8","1.6","0.00","0.00","0.0","0"
"*0621g*","Tari Eason","HOU","F,Flx","EE","Active","PHO Wed 8:00PM","233","46.6","88%","-0.6%","6.2","1.8","0.0","13.6","2.4","5.8","2.6","1.4","0.4","2.2","0.00","0.00","0.0","1"
"*04qrv*","Lonnie Walker","PHI","G,Flx","ROMO","Active","@TOR Wed 7:30PM","232","33.14","20%","+0.9%","5.7","2.1","0.3","11.0","0.6","3.3","2.3","0.6","0.4","1.3","0.00","0.00","0.0","1"
"*06mk9*","Dalton Knecht","LAL","G,F,Flx","Tribunal","Reserve","","231","33","50%","-0.1%","4.0","2.3","0.7","11.3","0.7","3.3","1.0","0.4","0.1","0.4","0.00","0.00","0.0","0"
"*005l0*","Nicolas Batum","LAC","F,Flx","J&J","Active","@MIA Wed 8:00PM","231","28.88","18%","+4.9%","2.0","1.8","0.0","6.3","0.5","2.4","0.5","0.8","1.1","0.5","0.00","0.00","0.0","0"
"*0621y*","Max Christie","DAL","G,F,Flx","J&J","Reserve","@SA Wed 8:00PM","229","32.71","59%","-4.1%","6.7","2.0","0.0","9.7","0.1","3.6","3.1","1.0","0.1","0.9","0.00","0.00","0.0","0"
"*051p4*","Ty Jerome","CLE","G,Flx","ROMO","Active","","221","36.83","59%","-5%","6.5","1.3","0.0","12.7","0.7","3.8","2.7","1.5","0.0","1.0","0.17","0.00","0.0","0"
"*03e6s*","Clint Capela","ATL","C,Flx","ROMO","Reserve","CHA Wed 7:30PM","209","29.86","80%","-2.5%","3.1","0.0","0.4","6.4","2.6","6.0","0.9","0.7","0.7","0.3","0.00","0.00","0.0","0"
"*03wr4*","T.J. McConnell","IND","G,Flx","MylS","Reserve","","207","29.57","49%","-3.1%","3.0","0.4","0.1","6.7","0.3","1.1","4.0","1.4","0.1","0.7","0.00","0.00","0.0","0"
"*05uus*","Austin Reaves","LAL","G,F,Flx","PRO","Active","","205","41","100%","0%","7.2","2.0","0.6","14.0","1.6","4.6","3.4","0.6","0.4","2.0","0.00","0.00","0.0","1"
"*05y9y*","Brandon Williams","DAL","G,Flx","Tribunal","Reserve","@SA Wed 8:00PM","203","67.67","34%","-2.1%","6.0","1.7","0.3","19.3","0.7","5.0","6.3","2.0","0.0","1.7","0.00","0.00","0.0","0"
"*03ad4*","D'Angelo Russell","BKN","G,Flx","EE","Active","","202","50.5","91%","-1.2%","6.5","2.3","1.0","13.8","0.5","2.5","5.5","1.3","1.0","1.5","0.00","0.00","0.0","0"
"*05uj1*","Cameron Thomas","BKN","G,F,Flx","PRO","Reserve","","200","40","99%","-0.3%","10.8","2.2","0.2","21.2","0.4","1.8","4.0","0.0","0.0","1.6","0.00","0.00","0.0","0"
"*06mln*","Adem Bona","PHI","F,C,Flx","Sar","Reserve","@TOR Wed 7:30PM","198","33","25%","-0.4%","1.5","0.0","0.5","7.3","2.0","4.5","0.7","0.7","1.5","1.0","0.00","0.00","0.0","1"
"*0496e*","Alex Caruso","OKC","G,Flx","PRO","Reserve","@BOS Wed 7:30PM","196","32.67","61%","-2.4%","2.0","1.2","0.2","8.8","0.3","1.7","1.5","1.2","0.7","0.8","0.00","0.00","0.0","0"
"*06218*","Jeremy Sochan","SA","F,Flx","ROMO","Inj Res","DAL Wed 8:00PM","195","32.5","82%","-4.7%","2.8","0.3","1.0","9.7","2.0","5.5","2.0","0.5","0.3","1.5","0.17","0.00","0.0","1"
"*03xmt*","Guerschon Yabusele","PHI","F,C,Flx","BabyOil","Reserve","@TOR Wed 7:30PM","190","31.67","57%","-7.6%","3.8","1.3","0.7","9.3","1.7","4.2","2.7","0.3","0.0","1.2","0.00","0.00","0.0","0"
"*04qry*","Grayson Allen","PHO","G,F,Flx","MylS","Active","@HOU Wed 8:00PM","184","30.67","58%","-1.7%","3.0","1.7","0.5","8.3","0.2","1.3","2.7","0.7","0.7","1.0","0.00","0.00","0.0","0"
"*06cc7*","Brandin Podziemski","GS","G,F,Flx","Tribunal","Reserve","","183","36.6","83%","-4%","6.6","1.6","0.2","10.2","1.4","5.2","3.0","0.6","0.6","1.0","0.00","0.00","0.0","1"
"*01uyj*","Paul George","PHI","G,F,Flx","TRUMP","Active","@TOR Wed 7:30PM","177","59","96%","-1%","8.7","2.7","0.3","16.3","1.0","7.7","5.7","2.3","0.3","4.0","0.33","0.00","0.0","0"
"*049kc*","Malik Monk","SAC","G,F,Flx","EE","Reserve","","173","43.25","95%","-0.6%","7.3","2.0","0.5","15.8","0.3","4.0","5.3","0.8","0.0","2.5","0.25","0.00","0.0","0"
"*03nwl*","Terry Rozier","MIA","G,Flx","ROMO","Reserve","LAC Wed 8:00PM","172","24.57","71%","-2.8%","4.9","1.3","0.3","8.6","0.3","2.9","2.0","1.0","0.0","1.1","0.14","0.00","0.0","0"
"*027oj*","Kyrie Irving","DAL","G,Flx","Fent","Active","@SA Wed 8:00PM","157","52.33","80%","-6%","9.7","1.3","0.0","21.0","1.7","5.0","3.0","1.0","0.7","1.7","0.00","0.00","0.0","0"
"*04qrj*","Jaren Jackson","MEM","F,C,Flx","J&J","Inj Res","UTA Wed 8:00PM","153","51","99%","-0.9%","6.7","2.0","0.7","20.0","0.7","3.7","1.0","0.7","1.3","1.0","0.00","0.00","0.0","0"
"*06215*","Bennedict Mathurin","IND","G,F,Flx","EE","Active","","153","38.25","85%","-0.3%","7.8","1.8","0.5","15.5","1.0","4.5","2.8","0.5","0.3","2.0","0.00","0.00","0.0","0"
"*02nf3*","Bradley Beal","PHO","G,F,Flx","Tribunal","Reserve","@HOU Wed 8:00PM","152","38","96%","-0.2%","5.5","1.3","0.3","12.0","0.8","2.5","5.0","0.5","0.3","1.5","0.00","0.00","0.0","0"
"*04ewk*","John Collins","UTA","F,C,Flx","TRUMP","Active","@MEM Wed 8:00PM","146","73","97%","-0.4%","12.0","2.5","0.5","28.5","4.0","11.0","1.5","1.0","0.5","2.5","0.00","0.00","0.0","2"
"*062dn*","Julian Champagnie","SA","F,Flx","ROMO","Reserve","DAL Wed 8:00PM","145","20.71","37%","-3.9%","3.6","1.3","0.0","7.3","1.0","3.1","1.3","0.1","0.4","0.6","0.14","0.14","0.0","0"
"*04qrm*","Collin Sexton","UTA","G,Flx","DBD","Reserve","@MEM Wed 8:00PM","143","35.75","92%","-1.3%","8.0","1.0","0.8","15.5","0.5","1.8","5.5","0.8","0.3","3.5","0.00","0.00","0.0","1"
"*02ym0*","Andrew Wiggins","MIA","F,Flx","J&J","Active","LAC Wed 8:00PM","138","46","93%","-0.3%","7.7","1.7","1.0","18.7","1.0","4.0","3.0","0.7","0.7","2.3","0.00","0.00","0.0","0"
"*051oy*","Goga Bitadze","ORL","C,Flx","Fent","Active","","126","21","45%","-6.4%","0.8","0.2","0.8","4.2","1.7","2.8","1.5","0.0","0.8","0.7","0.00","0.00","0.0","0"
"*03e6n*","Jusuf Nurkic","CHA","C,Flx","MylS","Active","@ATL Wed 7:30PM","124","31","79%","-3.9%","3.0","0.0","1.3","6.3","2.3","6.8","1.8","0.8","0.5","0.8","0.00","0.00","0.0","1"
"*05uj4*","Santi Aldama","MEM","F,C,Flx","Sar","Reserve","UTA Wed 8:00PM","121","40.33","79%","-1.9%","6.3","0.7","0.0","10.0","1.7","6.0","5.3","0.3","0.3","1.0","0.00","0.00","0.0","1"
"*03al0*","Aaron Gordon","DEN","F,Flx","Fent","Inj Res","MIN Wed 10:00PM","112","37.33","86%","-1.4%","5.3","3.0","0.3","13.7","1.0","3.3","1.0","0.3","0.3","1.0","0.00","0.00","0.0","0"
"*049ka*","Lonzo Ball","CHI","G,Flx","420","Reserve","","99","49.5","51%","-2.9%","6.0","3.0","0.0","14.5","2.0","3.0","2.5","1.5","0.5","1.0","0.00","0.00","0.0","0"
"*05qsq*","Tyrese Maxey","PHI","G,Flx","Sar","Reserve","@TOR Wed 7:30PM","98","32.67","100%","-0.1%","14.3","0.3","0.0","13.3","0.7","2.3","7.3","1.3","0.3","1.0","0.00","0.00","0.0","0"
"*03aq2*","Jerami Grant","POR","F,Flx","EE","Inj Res","NY Wed 10:00PM","98","32.67","86%","-2%","8.0","2.3","0.3","14.7","0.3","4.3","0.7","0.7","0.3","1.7","0.00","0.00","0.0","0"
"*01eo9*","Jrue Holiday","BOS","G,Flx","EE","Reserve","OKC Wed 7:30PM","87","29","86%","-1.3%","5.3","1.0","0.0","7.0","2.0","4.3","3.7","0.7","0.3","2.0","0.00","0.00","0.0","0"
"*06cc2*","Gradey Dick","TOR","G,F,Flx","MylS","Inj Res","PHI Wed 7:30PM","74","24.67","69%","-4%","6.0","1.7","0.7","8.3","1.0","5.0","1.7","0.3","0.0","1.0","0.00","0.00","0.0","0"
"*02xg9*","Rudy Gobert","MIN","C,Flx","Fent","Active","@DEN Wed 10:00PM","63","63","98%","-0.1%","1.0","0.0","0.0","16.0","3.0","8.0","2.0","2.0","0.0","1.0","0.00","0.00","0.0","0"
"*05uit*","Kai Jones","DAL","C,Flx","EE","Inj Res","@SA Wed 8:00PM","60","60","16%","-7.2%","1.0","0.0","1.0","21.0","2.0","8.0","0.0","0.0","1.0","1.0","0.00","0.00","0.0","0"
"*042n7*","Domantas Sabonis","SAC","F,C,Flx","PRO","Inj Res","","48","24","100%","-0.1%","3.5","0.0","0.5","6.5","0.0","4.5","2.5","0.5","0.5","1.5","0.00","0.00","0.0","0"
"*027p0*","Nikola Vucevic","CHI","C,Flx","TRUMP","Reserve","","42","42","99%","-0.1%","3.0","1.0","0.0","11.0","2.0","11.0","1.0","0.0","0.0","2.0","0.00","0.00","0.0","1"
"*04848*","Fred VanVleet","HOU","G,Flx","Tribunal","Inj Res","PHO Wed 8:00PM","33","33","97%","-0.4%","7.0","1.0","0.0","3.0","0.0","5.0","5.0","3.0","0.0","1.0","0.00","0.00","0.0","0"
"*03el5*","Kristaps Porzingis","BOS","F,C,Flx","MylS","Active","OKC Wed 7:30PM","30","30","97%","-0.4%","7.0","2.0","2.0","11.0","0.0","2.0","1.0","3.0","0.0","2.0","0.00","0.00","0.0","0"
"*051op*","Rui Hachimura","LAL","F,Flx","BabyOil","Reserve","","18","18","70%","-2.5%","4.0","1.0","0.0","5.0","1.0","3.0","2.0","0.0","0.0","0.0","0.00","0.00","0.0","0"
"*03r7z*","Norman Powell","LAC","G,F,Flx","Sar","Inj Res","@MIA Wed 8:00PM","10","10","90%","-3.4%","4.0","0.0","0.0","4.0","0.0","1.0","1.0","1.0","0.0","0.0","0.00","0.00","0.0","0"
"*051os*","P.J. Washington","DAL","F,Flx","TRH","Active","@SA Wed 8:00PM","3","3","94%","-1.3%","6.0","0.0","1.0","4.0","0.0","5.0","0.0","0.0","0.0","1.0","0.00","0.00","0.0","0"
"*04azw*","Lauri Markkanen","UTA","F,Flx","MylS","Inj Res","@MEM Wed 8:00PM","0","0","97%","-0.9%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*02nf1*","Anthony Davis","DAL","F,C,Flx","Tribunal","Inj Res","@SA Wed 8:00PM","0","0","96%","-2.4%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05uih*","Jonathan Kuminga","GS","F,C,Flx","DBD","Inj Res","","0","0","91%","-1.3%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*049kd*","Deandre Ayton","POR","C,Flx","DBD","Reserve","NY Wed 10:00PM","0","0","86%","-2%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*03byk*","Jordan Clarkson","UTA","G,F,Flx","ROMO","Inj Res","@MEM Wed 8:00PM","0","0","70%","-3.3%","13.0","0.0","0.0","2.0","0.0","0.0","6.0","2.0","0.0","3.0","0.00","0.00","0.0","0"
"*042nq*","Dejounte Murray","NO","G,Flx","420","Inj Res","","0","0","69%","-0.3%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*03nwn*","Bobby Portis","MIL","F,C,Flx","420","Inj Res","","0","0","69%","-1.1%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*042nw*","Malcolm Brogdon","WAS","G,Flx","Fent","Inj Res","","0","0","45%","-1.4%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*04qs4*","Robert Williams","POR","C,Flx","TRH","Inj Res","NY Wed 10:00PM","0","0","35%","-1.6%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
